transformer_id,month_offset,oil_quality_index,temperature_rise_c,load_factor
T0871,7,0.377,66.5,0.779
T0871,8,0.388,64.2,0.732
T0871,9,0.317,65.0,0.733
T0871,10,0.302,62.9,0.713
T0871,11,0.274,61.7,0.736
T0872,0,0.579,49.1,0.286
T0872,1,0.625,50.6,0.296
T0872,2,0.645,49.9,0.288
T0872,3,0.631,49.1,0.309
T0872,4,0.614,50.5,0.319
T0872,5,0.603,50.5,0.319
T0872,6,0.62,52.2,0.333
T0872,7,0.571,50.9,0.342
T0872,8,0.613,51.7,0.322
T0872,9,0.583,51.5,0.297
T0872,10,0.599,51.0,0.309
T0872,11,0.601,51.1,0.376
T0873,0,0.583,45.9,0.669
T0873,1,0.566,46.2,0.637
T0873,2,0.606,44.1,0.586
T0873,3,0.599,49.5,0.641
T0873,4,0.602,45.4,0.601
T0873,5,0.612,46.7,0.586
T0873,6,0.6,44.7,0.59
T0873,7,0.6,46.9,0.535
T0873,8,0.621,47.9,0.537
T0873,9,0.594,46.3,0.513
T0873,10,0.588,44.5,0.457
T0873,11,0.644,47.4,0.46
T0874,0,0.564,58.4,0.428
T0874,1,0.584,57.8,0.438
T0874,2,0.588,58.5,0.436
T0874,3,0.618,57.3,0.464
T0874,4,0.622,58.2,0.408
T0874,5,0.618,55.4,0.423
T0874,6,0.666,58.0,0.444
T0874,7,0.646,55.9,0.502
T0874,8,0.66,58.8,0.446
T0874,9,0.643,54.9,0.475
T0874,10,0.663,55.0,0.456
T0874,11,0.665,53.8,0.446
T0875,0,0.599,38.7,0.436
T0875,1,0.588,37.6,0.437
T0875,2,0.601,40.2,0.48
T0875,3,0.611,39.0,0.455
T0875,4,0.629,40.2,0.427
T0875,5,0.594,42.7,0.481
T0875,6,0.607,41.1,0.451
T0875,7,0.602,41.0,0.476
T0875,8,0.591,42.0,0.457
T0875,9,0.607,43.9,0.465
T0875,10,0.6,46.5,0.449
T0875,11,0.608,46.3,0.492
T0876,0,0.264,56.0,0.456
T0876,1,0.281,50.9,0.459
T0876,2,0.31,54.3,0.445
T0876,3,0.405,50.5,0.441
T0876,4,0.416,47.2,0.394
T0876,5,0.473,47.9,0.423
T0876,6,0.525,45.6,0.409
T0876,7,0.547,44.5,0.397
T0876,8,0.61,43.3,0.379
T0876,9,0.613,42.6,0.364
T0876,10,0.651,41.8,0.367
T0876,11,0.712,41.5,0.395
T0877,0,0.359,55.6,0.311
T0877,1,0.422,57.6,0.284
T0877,2,0.418,54.3,0.315
T0877,3,0.456,56.4,0.32
T0877,4,0.535,61.6,0.352
T0877,5,0.529,56.1,0.356
T0877,6,0.546,57.0,0.317
T0877,7,0.562,58.1,0.283
T0877,8,0.575,58.1,0.29
T0877,9,0.603,59.1,0.298
T0877,10,0.664,60.0,0.311
T0877,11,0.693,60.2,0.314
T0878,0,0.967,49.5,0.61
T0878,1,0.965,51.0,0.602
T0878,2,0.939,51.0,0.59
T0878,3,0.902,48.2,0.601
T0878,4,0.929,46.9,0.571
T0878,5,0.894,49.9,0.594
T0878,6,0.932,46.2,0.597
T0878,7,0.915,48.4,0.542
T0878,8,0.867,47.1,0.584
T0878,9,0.866,48.2,0.564
T0878,10,0.86,48.1,0.529
T0878,11,0.841,50.1,0.578
T0879,0,0.458,59.6,0.665
T0879,1,0.491,63.5,0.614
T0879,2,0.517,63.1,0.654
T0879,3,0.476,64.6,0.672
T0879,4,0.505,64.0,0.623
T0879,5,0.509,63.9,0.63
T0879,6,0.511,62.4,0.666
T0879,7,0.483,66.1,0.621
T0879,8,0.475,64.6,0.634
T0879,9,0.521,63.8,0.672
T0879,10,0.507,63.2,0.669
T0879,11,0.505,67.3,0.685
T0880,0,0.653,59.4,0.928
T0880,1,0.642,60.3,0.937
T0880,2,0.634,58.9,0.928
T0880,3,0.584,62.9,0.883
T0880,4,0.584,62.9,0.927
T0880,5,0.574,63.1,0.944
T0880,6,0.545,62.2,0.938
T0880,7,0.55,65.0,0.961
T0880,8,0.54,64.6,0.928
T0880,9,0.505,65.0,0.887
T0880,10,0.496,68.1,0.909
T0880,11,0.476,66.5,0.89
T0881,0,0.434,43.6,0.688
T0881,1,0.479,45.3,0.696
T0881,2,0.457,41.0,0.631
T0881,3,0.475,45.9,0.636
T0881,4,0.488,41.8,0.604
T0881,5,0.476,40.5,0.591
T0881,6,0.514,43.6,0.573
T0881,7,0.505,45.1,0.536
T0881,8,0.519,46.0,0.523
T0881,9,0.527,47.8,0.562
T0881,10,0.577,45.8,0.516
T0881,11,0.533,47.2,0.519
T0882,0,0.934,38.6,0.701
T0882,1,0.873,38.9,0.669
T0882,2,0.933,38.7,0.698
T0882,3,0.865,39.9,0.671
T0882,4,0.834,42.1,0.671
T0882,5,0.868,41.2,0.633
T0882,6,0.828,44.5,0.64
T0882,7,0.837,41.7,0.654
T0882,8,0.812,44.0,0.629
T0882,9,0.795,44.4,0.64
T0882,10,0.778,43.7,0.65
T0882,11,0.768,45.9,0.621
T0883,0,0.762,67.3,0.602
T0883,1,0.78,71.0,0.561
T0883,2,0.731,69.9,0.57
T0883,3,0.745,64.4,0.56
T0883,4,0.738,65.4,0.555
T0883,5,0.748,65.0,0.562
T0883,6,0.734,68.0,0.565
T0883,7,0.753,64.8,0.587
T0883,8,0.769,64.2,0.534
T0883,9,0.729,62.5,0.558
T0883,10,0.723,62.3,0.547
T0883,11,0.731,62.6,0.564
T0884,0,0.975,39.6,0.1
T0884,1,0.969,40.0,0.105
T0884,2,0.94,41.4,0.133
T0884,3,0.912,43.9,0.152
T0884,4,0.848,43.8,0.166
T0884,5,0.834,44.9,0.215
T0884,6,0.786,45.7,0.223
T0884,7,0.755,47.7,0.226
T0884,8,0.734,48.9,0.242
T0884,9,0.709,46.9,0.223
T0884,10,0.655,51.7,0.305
T0884,11,0.641,48.7,0.259
T0885,0,0.283,56.1,0.869
T0885,1,0.304,58.0,0.858
T0885,2,0.311,59.5,0.822
T0885,3,0.392,57.8,0.822
T0885,4,0.401,54.7,0.789
T0885,5,0.405,56.6,0.773
T0885,6,0.395,56.4,0.761
T0885,7,0.448,55.2,0.734
T0885,8,0.461,56.4,0.721
T0885,9,0.518,51.2,0.715
T0885,10,0.547,52.3,0.716
T0885,11,0.599,50.5,0.682
T0886,0,0.64,70.6,0.719
T0886,1,0.611,68.2,0.745
T0886,2,0.633,72.9,0.704
T0886,3,0.599,68.5,0.728
T0886,4,0.614,69.4,0.675
T0886,5,0.592,66.3,0.67
T0886,6,0.57,69.2,0.649
T0886,7,0.593,68.0,0.637
T0886,8,0.564,65.7,0.644
T0886,9,0.573,62.3,0.639
T0886,10,0.522,60.8,0.636
T0886,11,0.512,60.6,0.619
T0887,0,0.685,50.7,0.395
T0887,1,0.732,51.1,0.42
T0887,2,0.715,49.0,0.435
T0887,3,0.68,48.8,0.433
T0887,4,0.688,47.7,0.465
T0887,5,0.711,47.5,0.471
T0887,6,0.687,48.4,0.473
T0887,7,0.691,47.5,0.494
T0887,8,0.661,50.9,0.513
T0887,9,0.647,48.9,0.473
T0887,10,0.643,48.6,0.516
T0887,11,0.642,46.3,0.55
T0888,0,0.184,59.6,0.222
T0888,1,0.238,62.4,0.185
T0888,2,0.259,61.5,0.199
T0888,3,0.248,61.5,0.233
T0888,4,0.282,61.4,0.265
T0888,5,0.302,65.3,0.2
T0888,6,0.303,63.7,0.231
T0888,7,0.348,62.8,0.26
T0888,8,0.345,62.5,0.256
T0888,9,0.398,65.0,0.245
T0888,10,0.377,62.2,0.248
T0888,11,0.371,60.3,0.273
T0889,0,0.984,64.5,0.227
T0889,1,0.95,63.5,0.202
T0889,2,0.898,61.9,0.16
T0889,3,0.917,60.1,0.223
T0889,4,0.906,55.7,0.208
T0889,5,0.89,58.3,0.226
T0889,6,0.844,55.6,0.251
T0889,7,0.847,51.7,0.252
T0889,8,0.842,52.9,0.248
T0889,9,0.822,51.2,0.308
T0889,10,0.848,47.5,0.299
T0889,11,0.814,47.7,0.281
T0890,0,0.811,42.1,0.389
T0890,1,0.761,43.3,0.426
T0890,2,0.766,45.2,0.407
T0890,3,0.726,47.3,0.398
T0890,4,0.753,49.1,0.399
T0890,5,0.736,48.4,0.383
T0890,6,0.687,48.1,0.398
T0890,7,0.695,50.1,0.409
T0890,8,0.675,52.5,0.449
T0890,9,0.655,53.0,0.405
T0890,10,0.643,55.9,0.425
T0890,11,0.623,57.0,0.412
T0891,0,0.784,53.5,0.938
T0891,1,0.81,51.9,0.953
T0891,2,0.79,53.3,0.923
T0891,3,0.762,51.3,0.882
T0891,4,0.775,52.6,0.894
T0891,5,0.755,54.0,0.922
T0891,6,0.771,55.8,0.895
T0891,7,0.754,54.0,0.897
T0891,8,0.762,53.8,0.866
T0891,9,0.721,51.1,0.876
T0891,10,0.727,52.9,0.837
T0891,11,0.689,54.7,0.857
T0892,0,0.617,39.6,0.853
T0892,1,0.603,40.3,0.836
T0892,2,0.591,39.5,0.856
T0892,3,0.574,44.3,0.821
T0892,4,0.544,46.0,0.83
T0892,5,0.576,46.7,0.839
T0892,6,0.498,45.0,0.83
T0892,7,0.519,49.7,0.842
T0892,8,0.501,49.0,0.862
T0892,9,0.484,49.5,0.807
T0892,10,0.476,50.3,0.832
T0892,11,0.428,53.5,0.855
T0893,0,0.262,72.2,0.64
T0893,1,0.24,70.4,0.675
T0893,2,0.257,70.3,0.666
T0893,3,0.307,70.8,0.609
T0893,4,0.277,70.0,0.628
T0893,5,0.321,69.6,0.579
T0893,6,0.266,72.7,0.579
T0893,7,0.301,71.6,0.584
T0893,8,0.307,73.1,0.588
T0893,9,0.286,68.8,0.542
T0893,10,0.36,72.4,0.518
T0893,11,0.307,72.8,0.516
T0894,0,1.0,25.8,0.219
T0894,1,1.0,31.0,0.199
T0894,2,0.972,29.7,0.173
T0894,3,0.977,30.5,0.247
T0894,4,0.963,33.4,0.196
T0894,5,0.942,35.0,0.164
T0894,6,0.926,34.6,0.23
T0894,7,0.912,38.1,0.231
T0894,8,0.897,39.2,0.238
T0894,9,0.866,40.7,0.233
T0894,10,0.857,39.5,0.187
T0894,11,0.834,38.3,0.211
T0895,0,0.623,34.3,0.328
T0895,1,0.59,37.8,0.326
T0895,2,0.677,38.6,0.356
T0895,3,0.629,34.8,0.369
T0895,4,0.667,35.5,0.378
T0895,5,0.708,38.6,0.402
T0895,6,0.699,41.0,0.387
T0895,7,0.761,42.5,0.388
T0895,8,0.73,41.5,0.488
T0895,9,0.732,44.4,0.437
T0895,10,0.729,44.6,0.491
T0895,11,0.756,45.7,0.49
T0896,0,0.652,50.3,0.278
T0896,1,0.628,51.1,0.313
T0896,2,0.644,52.4,0.342
T0896,3,0.666,52.0,0.369
T0896,4,0.638,51.1,0.392
T0896,5,0.637,50.5,0.398
T0896,6,0.654,50.8,0.436
T0896,7,0.645,49.5,0.484
T0896,8,0.633,48.0,0.487
T0896,9,0.636,48.2,0.477
T0896,10,0.619,50.8,0.485
T0896,11,0.674,52.4,0.535
T0897,0,0.574,50.4,0.832
T0897,1,0.623,50.2,0.779
T0897,2,0.594,51.6,0.784
T0897,3,0.606,51.9,0.761
T0897,4,0.614,48.3,0.763
T0897,5,0.643,49.4,0.718
T0897,6,0.652,51.0,0.757
T0897,7,0.632,57.4,0.756
T0897,8,0.623,50.0,0.707
T0897,9,0.645,52.7,0.699
T0897,10,0.716,52.6,0.699
T0897,11,0.663,53.6,0.714
T0898,0,0.79,52.7,0.818
T0898,1,0.766,53.9,0.813
T0898,2,0.753,57.3,0.82
T0898,3,0.803,57.0,0.805
T0898,4,0.774,57.0,0.832
T0898,5,0.798,55.9,0.793
T0898,6,0.83,56.6,0.769
T0898,7,0.815,57.7,0.726
T0898,8,0.888,55.1,0.794
T0898,9,0.831,57.7,0.755
T0898,10,0.839,57.3,0.731
T0898,11,0.85,58.1,0.732
T0899,0,0.371,55.7,0.115
T0899,1,0.342,56.9,0.115
T0899,2,0.347,56.0,0.15
T0899,3,0.369,55.8,0.157
T0899,4,0.356,56.9,0.239
T0899,5,0.337,59.6,0.223
T0899,6,0.413,55.6,0.225
T0899,7,0.379,57.1,0.254
T0899,8,0.407,56.9,0.252
T0899,9,0.35,55.7,0.322
T0899,10,0.398,53.3,0.344
T0899,11,0.41,56.7,0.349
T0900,0,0.489,27.4,0.155
T0900,1,0.544,29.1,0.178
T0900,2,0.553,27.7,0.155
T0900,3,0.55,34.4,0.171
T0900,4,0.563,32.6,0.229
T0900,5,0.589,32.3,0.256
T0900,6,0.564,32.9,0.231
T0900,7,0.615,35.2,0.222
T0900,8,0.606,38.6,0.224
T0900,9,0.64,36.5,0.213
T0900,10,0.66,38.7,0.239
T0900,11,0.668,39.5,0.251
T0901,0,0.457,66.4,0.722
T0901,1,0.417,64.1,0.716
T0901,2,0.455,67.4,0.71
T0901,3,0.474,63.6,0.705
T0901,4,0.467,63.6,0.691
T0901,5,0.487,62.5,0.753
T0901,6,0.449,64.1,0.75
T0901,7,0.478,60.7,0.698
T0901,8,0.48,63.1,0.728
T0901,9,0.503,62.0,0.719
T0901,10,0.539,61.0,0.755
T0901,11,0.495,59.4,0.733
T0902,0,0.464,49.1,0.814
T0902,1,0.487,49.0,0.821
T0902,2,0.482,50.7,0.819
T0902,3,0.468,51.6,0.772
T0902,4,0.468,51.4,0.739
T0902,5,0.499,52.0,0.75
T0902,6,0.459,53.1,0.763
T0902,7,0.47,54.2,0.733
T0902,8,0.471,57.3,0.71
T0902,9,0.463,58.1,0.683
T0902,10,0.45,58.5,0.672
T0902,11,0.463,57.6,0.676
T0903,0,0.531,78.9,0.862
T0903,1,0.559,74.1,0.857
T0903,2,0.585,75.7,0.82
T0903,3,0.548,77.4,0.813
T0903,4,0.593,76.2,0.848
T0903,5,0.597,74.2,0.787
T0903,6,0.57,71.3,0.796
T0903,7,0.572,74.0,0.753
T0903,8,0.603,72.9,0.739
T0903,9,0.631,73.0,0.752
T0903,10,0.582,70.6,0.738
T0903,11,0.635,70.3,0.71
T0904,0,0.682,51.4,0.159
T0904,1,0.685,51.6,0.149
T0904,2,0.64,52.1,0.212
T0904,3,0.62,50.5,0.179
T0904,4,0.657,50.7,0.192
T0904,5,0.629,48.4,0.217
T0904,6,0.584,52.6,0.175
T0904,7,0.596,53.7,0.204
T0904,8,0.591,53.0,0.188
T0904,9,0.561,54.1,0.178
T0904,10,0.561,54.9,0.168
T0904,11,0.535,55.1,0.152
T0905,0,0.496,56.3,0.379
T0905,1,0.569,58.4,0.341
T0905,2,0.533,58.7,0.381
T0905,3,0.531,61.3,0.385
T0905,4,0.53,61.8,0.392
T0905,5,0.532,58.2,0.37
T0905,6,0.585,61.6,0.403
T0905,7,0.604,59.3,0.411
T0905,8,0.574,59.6,0.39
T0905,9,0.575,62.1,0.394
T0905,10,0.636,59.4,0.475
T0905,11,0.61,63.4,0.418
T0906,0,0.359,23.5,0.279
T0906,1,0.362,25.6,0.28
T0906,2,0.37,25.5,0.242
T0906,3,0.364,28.1,0.28
T0906,4,0.389,29.8,0.252
T0906,5,0.424,32.3,0.253
T0906,6,0.407,33.8,0.269
T0906,7,0.46,38.1,0.261
T0906,8,0.442,41.3,0.302
T0906,9,0.423,39.5,0.312
T0906,10,0.457,43.5,0.324
T0906,11,0.472,45.4,0.323
T0907,0,0.658,48.3,0.169
T0907,1,0.622,49.7,0.181
T0907,2,0.62,48.0,0.235
T0907,3,0.587,50.7,0.272
T0907,4,0.609,49.5,0.263
T0907,5,0.574,48.6,0.293
T0907,6,0.579,50.3,0.295
T0907,7,0.584,48.9,0.291
T0907,8,0.613,52.5,0.354
T0907,9,0.576,51.5,0.373
T0907,10,0.555,51.4,0.376
T0907,11,0.554,48.9,0.371
T0908,0,0.612,62.6,0.424
T0908,1,0.615,60.6,0.415
T0908,2,0.618,57.5,0.412
T0908,3,0.614,60.1,0.39
T0908,4,0.599,56.9,0.399
T0908,5,0.576,58.7,0.371
T0908,6,0.63,58.6,0.331
T0908,7,0.578,54.3,0.347
T0908,8,0.591,53.4,0.344
T0908,9,0.591,52.5,0.343
T0908,10,0.576,50.5,0.321
T0908,11,0.571,52.9,0.326
T0909,0,0.523,62.0,0.525
T0909,1,0.539,62.8,0.553
T0909,2,0.548,61.5,0.511
T0909,3,0.577,60.5,0.53
T0909,4,0.589,62.2,0.539
T0909,5,0.608,61.2,0.525
T0909,6,0.62,62.2,0.575
T0909,7,0.648,63.3,0.591
T0909,8,0.68,60.1,0.579
T0909,9,0.703,60.9,0.579
T0909,10,0.738,60.3,0.602
T0909,11,0.749,60.7,0.618
T0910,0,0.436,42.3,0.117
T0910,1,0.453,39.9,0.112
T0910,2,0.496,39.7,0.131
T0910,3,0.473,43.5,0.1
T0910,4,0.483,44.9,0.159
T0910,5,0.496,43.6,0.104
T0910,6,0.556,43.4,0.137
T0910,7,0.544,45.6,0.18
T0910,8,0.589,44.2,0.149
T0910,9,0.544,46.6,0.179
T0910,10,0.568,44.7,0.144
T0910,11,0.616,46.2,0.194
T0911,0,0.612,58.6,0.733
T0911,1,0.582,56.3,0.725
T0911,2,0.551,56.1,0.72
T0911,3,0.601,54.9,0.745
T0911,4,0.555,54.7,0.676
T0911,5,0.539,55.0,0.733
T0911,6,0.572,56.2,0.717
T0911,7,0.542,56.5,0.745
T0911,8,0.503,55.2,0.675
T0911,9,0.576,53.0,0.715
T0911,10,0.517,53.1,0.688
T0911,11,0.53,50.7,0.691
T0912,0,0.505,50.2,0.593
T0912,1,0.493,51.4,0.594
T0912,2,0.497,51.1,0.608
T0912,3,0.518,53.2,0.605
T0912,4,0.589,53.9,0.598
T0912,5,0.568,56.5,0.542
T0912,6,0.594,55.0,0.554
T0912,7,0.607,56.9,0.521
T0912,8,0.623,58.0,0.54
T0912,9,0.6,57.5,0.476
T0912,10,0.66,57.6,0.499
T0912,11,0.664,62.5,0.511
T0913,0,0.557,44.0,0.433
T0913,1,0.536,44.4,0.399
T0913,2,0.536,45.6,0.377
T0913,3,0.581,46.1,0.411
T0913,4,0.539,48.6,0.381
T0913,5,0.56,48.0,0.369
T0913,6,0.554,50.3,0.412
T0913,7,0.588,46.7,0.405
T0913,8,0.601,50.5,0.392
T0913,9,0.603,53.4,0.416
T0913,10,0.588,49.8,0.421
T0913,11,0.652,47.7,0.415
T0914,0,0.012,77.8,0.892
T0914,1,0.032,79.8,0.894
T0914,2,0.069,78.1,0.905
T0914,3,0.141,79.6,0.864
T0914,4,0.135,76.1,0.903
T0914,5,0.158,75.8,0.872
T0914,6,0.198,77.4,0.886
T0914,7,0.274,76.9,0.867
T0914,8,0.278,75.6,0.897
T0914,9,0.318,75.1,0.9
T0914,10,0.319,75.8,0.872
T0914,11,0.354,73.2,0.838
T0915,0,0.716,44.9,0.35
T0915,1,0.683,46.5,0.338
T0915,2,0.672,45.4,0.355
T0915,3,0.639,47.3,0.316
T0915,4,0.678,47.3,0.344
T0915,5,0.59,43.7,0.337
T0915,6,0.615,51.5,0.36
T0915,7,0.591,51.4,0.352
T0915,8,0.59,50.4,0.35
T0915,9,0.544,51.2,0.372
T0915,10,0.544,50.4,0.363
T0915,11,0.529,50.5,0.362
T0916,0,0.661,53.3,0.357
T0916,1,0.729,52.9,0.354
T0916,2,0.75,51.9,0.368
T0916,3,0.726,55.8,0.431
T0916,4,0.777,56.1,0.374
T0916,5,0.767,54.2,0.414
T0916,6,0.788,52.7,0.378
T0916,7,0.821,56.2,0.411
T0916,8,0.797,54.4,0.453
T0916,9,0.861,53.3,0.416
T0916,10,0.886,57.4,0.446
T0916,11,0.869,55.5,0.475
T0917,0,0.725,61.9,0.372
T0917,1,0.677,61.8,0.394
T0917,2,0.704,59.9,0.355
T0917,3,0.703,57.8,0.407
T0917,4,0.665,57.4,0.407
T0917,5,0.717,57.2,0.416
T0917,6,0.711,56.2,0.377
T0917,7,0.702,57.3,0.4
T0917,8,0.679,57.2,0.433
T0917,9,0.655,58.9,0.419
T0917,10,0.659,56.3,0.429
T0917,11,0.646,54.2,0.442
T0918,0,0.874,68.3,0.774
T0918,1,0.866,69.1,0.787
T0918,2,0.832,67.4,0.81
T0918,3,0.845,68.8,0.856
T0918,4,0.797,68.2,0.87
T0918,5,0.832,70.7,0.908
T0918,6,0.739,70.3,0.885
T0918,7,0.709,71.3,0.9
T0918,8,0.726,73.1,0.927
T0918,9,0.704,68.9,0.951
T0918,10,0.653,72.3,0.953
T0918,11,0.621,70.6,0.992
T0919,0,0.551,34.8,0.568
T0919,1,0.548,38.0,0.546
T0919,2,0.564,38.1,0.504
T0919,3,0.592,43.3,0.498
T0919,4,0.571,44.9,0.486
T0919,5,0.569,45.9,0.486
T0919,6,0.54,47.0,0.462
T0919,7,0.541,46.4,0.486
T0919,8,0.549,48.2,0.429
T0919,9,0.575,51.3,0.402
T0919,10,0.534,53.2,0.42
T0919,11,0.545,58.1,0.402
T0920,0,0.974,58.3,0.634
T0920,1,0.97,56.2,0.63
T0920,2,0.961,56.0,0.651
T0920,3,0.911,57.3,0.656
T0920,4,0.906,56.2,0.638
T0920,5,0.927,56.1,0.597
T0920,6,0.853,56.2,0.643
T0920,7,0.901,59.5,0.663
T0920,8,0.848,61.1,0.616
T0920,9,0.828,59.6,0.604
T0920,10,0.762,60.9,0.624
T0920,11,0.792,62.3,0.646
T0921,0,0.691,51.1,0.464
T0921,1,0.726,48.9,0.424
T0921,2,0.674,48.5,0.435
T0921,3,0.696,44.1,0.432
T0921,4,0.681,48.5,0.42
T0921,5,0.722,48.1,0.391
T0921,6,0.749,43.4,0.353
T0921,7,0.713,44.2,0.368
T0921,8,0.721,43.5,0.388
T0921,9,0.728,43.3,0.353
T0921,10,0.7,43.5,0.355
T0921,11,0.719,40.7,0.369
T0922,0,0.395,65.6,0.295
T0922,1,0.399,59.9,0.29
T0922,2,0.46,62.5,0.259
T0922,3,0.466,58.4,0.29
T0922,4,0.461,59.8,0.291
T0922,5,0.442,57.0,0.31
T0922,6,0.497,54.8,0.34
T0922,7,0.505,55.0,0.321
T0922,8,0.534,52.8,0.28
T0922,9,0.542,51.2,0.347
T0922,10,0.575,51.2,0.351
T0922,11,0.568,48.6,0.365
T0923,0,0.311,40.9,0.119
T0923,1,0.332,42.8,0.1
T0923,2,0.334,41.9,0.142
T0923,3,0.391,43.3,0.11
T0923,4,0.388,43.2,0.137
T0923,5,0.391,41.1,0.145
T0923,6,0.4,43.5,0.155
T0923,7,0.435,47.0,0.17
T0923,8,0.439,45.9,0.179
T0923,9,0.461,47.0,0.223
T0923,10,0.46,46.6,0.216
T0923,11,0.48,42.9,0.19
T0924,0,0.237,61.9,0.228
T0924,1,0.222,64.4,0.243
T0924,2,0.273,63.0,0.28
T0924,3,0.271,62.8,0.279
T0924,4,0.237,62.6,0.281
T0924,5,0.273,62.3,0.307
T0924,6,0.279,61.0,0.292
T0924,7,0.288,60.8,0.333
T0924,8,0.283,59.8,0.328
T0924,9,0.291,59.5,0.33
T0924,10,0.31,60.2,0.314
T0924,11,0.232,59.7,0.317
T0925,0,0.913,22.8,0.315
T0925,1,0.879,20.7,0.288
T0925,2,0.857,22.6,0.295
T0925,3,0.8,23.6,0.268
T0925,4,0.792,25.2,0.295
T0925,5,0.763,26.8,0.25
T0925,6,0.749,27.5,0.269
T0925,7,0.736,25.2,0.255
T0925,8,0.721,32.2,0.243
T0925,9,0.686,29.1,0.207
T0925,10,0.701,31.0,0.193
T0925,11,0.68,32.3,0.187
T0926,0,0.848,52.0,0.18
T0926,1,0.788,53.3,0.193
T0926,2,0.77,50.6,0.23
T0926,3,0.749,50.6,0.222
T0926,4,0.73,52.6,0.286
T0926,5,0.659,50.6,0.343
T0926,6,0.682,52.8,0.303
T0926,7,0.636,54.0,0.325
T0926,8,0.636,53.1,0.399
T0926,9,0.589,49.0,0.4
T0926,10,0.573,51.9,0.384
T0926,11,0.56,54.4,0.438
T0927,0,0.636,47.5,0.143
T0927,1,0.657,45.9,0.101
T0927,2,0.659,44.4,0.117
T0927,3,0.633,44.3,0.142
T0927,4,0.648,43.5,0.133
T0927,5,0.659,43.3,0.152
T0927,6,0.603,45.6,0.1
T0927,7,0.618,44.7,0.12
T0927,8,0.617,43.8,0.167
T0927,9,0.62,44.6,0.186
T0927,10,0.652,42.7,0.152
T0927,11,0.618,42.0,0.203
T0928,0,0.629,53.0,0.593
T0928,1,0.644,52.0,0.657
T0928,2,0.62,55.3,0.632
T0928,3,0.606,53.0,0.603
T0928,4,0.598,54.4,0.581
T0928,5,0.58,57.0,0.591
T0928,6,0.585,57.9,0.609
T0928,7,0.545,58.4,0.591
T0928,8,0.526,58.9,0.543
T0928,9,0.527,59.4,0.546
T0928,10,0.502,56.8,0.55
T0928,11,0.488,59.2,0.548
T0929,0,0.629,59.4,0.793
T0929,1,0.606,59.2,0.802
T0929,2,0.592,58.7,0.827
T0929,3,0.613,58.6,0.868
T0929,4,0.557,60.8,0.83
T0929,5,0.597,61.5,0.828
T0929,6,0.582,63.1,0.807
T0929,7,0.529,64.8,0.84
T0929,8,0.56,63.9,0.878
T0929,9,0.504,63.6,0.862
T0929,10,0.499,63.2,0.872
T0929,11,0.519,64.7,0.9
T0930,0,0.268,49.9,0.481
T0930,1,0.263,48.4,0.463
T0930,2,0.24,48.7,0.51
T0930,3,0.263,49.9,0.509
T0930,4,0.306,49.2,0.493
T0930,5,0.29,46.0,0.529
T0930,6,0.344,50.4,0.513
T0930,7,0.383,48.6,0.573
T0930,8,0.389,49.4,0.595
T0930,9,0.419,49.9,0.559
T0930,10,0.444,50.2,0.54
T0930,11,0.47,47.8,0.586
T0931,0,0.551,77.0,0.21
T0931,1,0.557,74.9,0.197
T0931,2,0.519,71.8,0.219
T0931,3,0.502,71.4,0.252
T0931,4,0.526,70.9,0.218
T0931,5,0.495,71.6,0.223
T0931,6,0.452,67.9,0.256
T0931,7,0.482,66.9,0.226
T0931,8,0.485,64.0,0.226
T0931,9,0.437,63.7,0.238
T0931,10,0.439,60.7,0.237
T0931,11,0.424,62.2,0.205
T0932,0,0.165,57.4,0.563
T0932,1,0.167,58.3,0.592
T0932,2,0.183,58.9,0.515
T0932,3,0.217,57.4,0.547
T0932,4,0.234,56.9,0.545
T0932,5,0.246,63.2,0.512
T0932,6,0.272,58.5,0.514
T0932,7,0.251,60.2,0.503
T0932,8,0.286,62.6,0.494
T0932,9,0.29,60.9,0.473
T0932,10,0.28,59.7,0.464
T0932,11,0.319,59.7,0.508
T0933,0,0.491,42.1,0.212
T0933,1,0.484,42.3,0.224
T0933,2,0.53,43.2,0.229
T0933,3,0.516,41.5,0.223
T0933,4,0.55,45.1,0.237
T0933,5,0.564,40.4,0.262
T0933,6,0.577,43.0,0.245
T0933,7,0.545,45.3,0.237
T0933,8,0.587,43.4,0.262
T0933,9,0.618,44.8,0.241
T0933,10,0.575,47.8,0.295
T0933,11,0.605,46.8,0.282
T0934,0,0.304,64.9,0.29
T0934,1,0.316,68.3,0.274
T0934,2,0.315,64.4,0.285
T0934,3,0.31,59.7,0.271
T0934,4,0.303,61.5,0.259
T0934,5,0.301,59.9,0.272
T0934,6,0.298,60.7,0.27
T0934,7,0.293,53.7,0.237
T0934,8,0.281,55.4,0.284
T0934,9,0.244,54.8,0.298
T0934,10,0.298,54.7,0.254
T0934,11,0.286,51.2,0.279
T0935,0,0.882,65.4,0.626
T0935,1,0.841,63.2,0.671
T0935,2,0.782,63.8,0.683
T0935,3,0.769,60.3,0.636
T0935,4,0.693,62.8,0.657
T0935,5,0.634,61.9,0.643
T0935,6,0.624,62.5,0.629
T0935,7,0.576,60.1,0.63
T0935,8,0.511,59.4,0.637
T0935,9,0.454,62.4,0.67
T0935,10,0.458,59.7,0.643
T0935,11,0.378,54.8,0.67
T0936,0,0.317,69.4,0.533
T0936,1,0.351,68.6,0.541
